Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
resume_1_c2c6d3a6	g	Barkeep there said this neck of the woods is pretty dangerous.	game/scene2.rpy	284	g "[what]"
resume_1_60d6279b	g	Some kind of "green-eyed demon" been spotted, folks disappeared.	game/scene2.rpy	286	g "[what]"
resume_1_bcae54ca	t	The town is offering a bounty for the creature, so we're hunting it.	game/scene2.rpy	289	t "[what]"
resume_1_7fe1a4df	a	A green-eyed demon??	game/scene2.rpy	293	a "[what]"
resume_1_6acfdeac	a	Heh, I have green eyes.	game/scene2.rpy	295	a "[what]"
resume_1_1d969c9b	a	Wait... I HAVE GREEN EYES!	game/scene2.rpy	297	a "[what]"
resume_1_c62f357f	a	I'm fearsome!	game/scene2.rpy	299	a "[what]"
resume_1_fe62b7f9	a	You must be looking for me!	game/scene2.rpy	301	a "[what]"
resume_1_2bbfd568	a	Beware! I will not go quietly.	game/scene2.rpy	303	a "[what]"
resume_1_2ecb4f4a	n	You glance down at the girl, then at the adventurers.	game/scene2.rpy	305	n "[what]"
resume_1_5b6887c5	j	Aria, didn't you say this is your first time out here?	game/scene2.rpy	306	j "[what]"
resume_1_9b230dc6	a	Well, yeah.	game/scene2.rpy	308	a "[what]"
resume_1_c6534054	j	That would make it pretty difficult to make anyone disappear from the woods, don't you think?	game/scene2.rpy	310	j "[what]"
resume_1_c55fa757	a	Yeah...	game/scene2.rpy	312	a "[what]"
resume_1_44eed1b9	n	She says it sadly, like you've knocked the wind from her sails.	game/scene2.rpy	314	n "[what]"
resume_1_4920f8b0	t	Your partner's got a point. A few of them, actually.	game/scene2.rpy	316	t "[what]"
resume_1_065f08c1	n	He nods toward your paws. You hadn't realized it, but your claws had extended as they approached.	game/scene2.rpy	318	n "[what]"
resume_1_64574c62	g	And while they might be packing some potent scratchers, I don't think you're capable of that kind of damage, kiddo.	game/scene2.rpy	320	g "[what]"
resume_1_445167c1	n	The gnome gestures to a thick trunk nearby. It's bark has been raked through, leaving deep gouges in the hard wood underneath.	game/scene2.rpy	325	n "[what]"
resume_1_72117605	a	(pouting) I could do it with magic.	game/scene2.rpy	328	a "[what]"
resume_1_58374e7f	n	It would take you most of a day with an axe to start to do that kind of damage to a tree of that size.	game/scene2.rpy	330	n "[what]"
resume_1_71aae785	n	You weren't sure how much to believe about the young girl's childish tale,	game/scene2.rpy	331	n "[what]"
resume_1_e115169f	n	but you're starting to worry this Bog Beast business may be more than you bargained for.	game/scene2.rpy	332	n "[what]"
resume_1_13be12ce	j	Hey, maybe your Bog Beast and this Green-Eyed Demon are the same?	game/scene2.rpy	334	j "[what]"
resume_1_38450cc8	j	We could use some more hands against such a dangerous foe.	game/scene2.rpy	335	j "[what]"
resume_1_bf0026c8	a	Hmm... more company on our quest WOULD be grand, but I can't hold my fellow adventurers back from their own.	game/scene2.rpy	337	a "[what]"
resume_1_e40324d5	a	The Bog Beast doesn't have green eyes, and it has no teeth or claws among its horrors that could do this.	game/scene2.rpy	339	a "[what]"
resume_1_5faf259c	j	Ah. Great. Of course it doesn't.	game/scene2.rpy	341	j "[what]"
resume_1_41d4b3f3	g	Well, the Barkeep didn't mention a bounty for a Bog Beast, anywho.	game/scene2.rpy	343	g "[what]"
resume_1_0e0cbaf4	t	Best of luck on your Quest, child! We must BRANCH out from here on our own.	game/scene2.rpy	346	t "[what]"
resume_1_a7856fcc	g	Alright, if you've got time to pun you've got time to march.	game/scene2.rpy	349	g "[what]"
resume_1_5435e25c	g	Let's widen our search for more signs of this demon.	game/scene2.rpy	353	g "[what]"
resume_1_a192abf5	n	The two of them crunch off through the brush, deeper into the woods.	game/scene2.rpy	365	n "[what]"
resume_1_8e0a48a5	a	That was a fun break! But I hope you're ready, Jo!	game/scene2.rpy	369	a "[what]"
resume_1_edb45181	a	Soon we shall greet our destined foe!	game/scene2.rpy	371	a "[what]"
resume_1_68024e42	n	You swallow hard and step nervously after her.	game/scene2.rpy	378	n "[what]"
scene3_e0cfeae4	n	(description to be completed) Reeds, bullrush, sunlit murky pond. Lilly pads, crickets and frogsong. Canopy of trees closing over the ponds like a cathedral. Note: Been a lot of breeze, but the air is still now.. waiting	game/scene3.rpy	5	n "[what]"
scene3_80cd743b	n	something, something there are patches of reeds lining the sitting placid waters.	game/scene3.rpy	8	n "[what]"
scene3_0a529046	n	Aria is clambering across the ground on all fours, her face obscured by cattails.	game/scene3.rpy	20	n "[what]"
scene3_0ffa0600	n	She gestures for you to crouch down next to her. You step gingerly to keep your feet from sinking in the muck.	game/scene3.rpy	24	n "[what]"
scene3_c5cce7b8	n	She whispers in your general direction as she peers through the reeds, but she doesn't turn her face.	game/scene3.rpy	26	n "[what]"
scene3_23738a2c	a	We're upon him now.	game/scene3.rpy	28	a "[what]"
scene3_01d7731a	a	I can smell him on the wind.	game/scene3.rpy	30	a "[what]"
scene3_e5a7436e	a	I can hear his slumbering breaths.	game/scene3.rpy	32	a "[what]"
scene3_e187cb50	n	She gasps, a small delicate thing.	game/scene3.rpy	34	n "[what]"
scene3_944d9279	a	Be still, he hasn't noticed us yet.	game/scene3.rpy	36	a "[what]"
scene3_23237e47	n	You peer over her shoulder, trying to see what she sees.	game/scene3.rpy	38	n "[what]"
scene3_f5b2c141	n	You whisper back.	game/scene3.rpy	39	n "[what]"
scene3_4a232152	j	What am I looking for?	game/scene3.rpy	40	j "[what]"
scene3_ace9f729	n	Your mind spins with images of prehistoric behemoths, of shambling masses of vine and thorn, of every cryptid ever caught on blurry film.	game/scene3.rpy	41	n "[what]"
scene3_adb18012	n	Glimpses of half-submerged reeds morph into sharpened dorsal spines. Moss riddled logs conceal bristling fur, crouching beasts coiled to pounce.	game/scene3.rpy	42	n "[what]"
scene3_3facdc64	a	His stench is his first line of defense.	game/scene3.rpy	49	a "[what]"
scene3_67b7e91a	a	The scent has felled many a party before they ever reached him.	game/scene3.rpy	51	a "[what]"
scene3_641ee8bb	a	Stomaching that, his next danger is his thundering, guttural call.	game/scene3.rpy	53	a "[what]"
scene3_23cf40f9	a	It echoes in your mind, driving you to madness.	game/scene3.rpy	55	a "[what]"
scene3_f1e9b2b0	a	All of that is but harbinger of what he is capable of.	game/scene3.rpy	57	a "[what]"
scene3_71973936	a	His true talent lies in his camouflage. His bark-like skin is perfectly suited to ambush.	game/scene3.rpy	59	a "[what]"
scene3_90d6888f	a	He watches the world with patient, cunning eyes.	game/scene3.rpy	61	a "[what]"
scene3_19596702	a	No one who dares observe him lives to tell the tale.	game/scene3.rpy	63	a "[what]"
scene3_f4c3ae60	a	And yet, I see him now!	game/scene3.rpy	65	a "[what]"
scene3_98dacb66	n	Your fur stands on end, and you feel a hiss building in the back of your throat.	game/scene3.rpy	69	n "[what]"
scene3_e4313704	n	Your eyes dilate to the extreme, taking in every swishing reed, every rocking lily pad.	game/scene3.rpy	70	n "[what]"
scene3_8305a67b	j	Where is he? In the water? In the trees?	game/scene3.rpy	71	j "[what]"
scene3_01765811	a	He reclines, perched upon his verdant throne.	game/scene3.rpy	79	a "[what]"
scene3_6627a94f	a	His mighty thighs and the crown of his brow are adorned with horns.	game/scene3.rpy	81	a "[what]"
scene3_d6f29ab4	a	Every muscle ripples, tensed for war!	game/scene3.rpy	83	a "[what]"
scene3_19041526	n	A large toad on a lily pad catches a passing bug, tongue flashing briefly.	game/scene3.rpy	85	n "[what]"
scene3_7f2d969d	n	Aria dives into the reeds.	game/scene3.rpy	91	n "[what]"
scene3_01cced9e	a	HE'S SEEN US! Now, Jophiel!!	game/scene3.rpy	96	a "[what]"
scene3_6dd18ed0	j	'Now' WHAT!? All I see is some toad!	game/scene3.rpy	100	j "[what]" with vpunch
scene4_264eeb8f	j	So, what are you going to name him?	game/scene4.rpy	5	j "[what]"
scene4_4951dfa9	n	You and Aria left the secluded bog, returning to something like a path through the forest. Or the weald, as the young girl calls it.	game/scene4.rpy	6	n "[what]"
scene4_4f73cf3c	n	The sun is high above you now, sending bright yellow-orange tinted light down through the trees.	game/scene4.rpy	7	n "[what]"
scene4_d6bf4153	n	Aria holds up the "Bog Beast," examining him with a tilt of her head.	game/scene4.rpy	8	n "[what]"
scene4_4123b2ca	a	Hmm... Well, a formidable warrior such as this one deserves an equally fearsome name.	game/scene4.rpy	17	a "[what]"
scene4_56447c4f	n	The large angry-looking toad croaks at her, but makes no attempt to wriggle out of her grasp.	game/scene4.rpy	22	n "[what]"
scene4_15bdcf96	a	I know!	game/scene4.rpy	24	a "[what]"
scene4_dbd027bf	n	She stops walking, so suddenly that you nearly run into her.	game/scene4.rpy	26	n "[what]"
scene4_893c8eac	a	Jophiel! Since you helped so much in our quest, you deserve the honor of naming our new companion!	game/scene4.rpy	31	a "[what]"
scene4_3c011d4a	j	How about "[bogbeastname]"?	game/scene4.rpy	39	j "[what]"
scene4_f419cbbf	a	I love it!	game/scene4.rpy	41	a "[what]"
scene4_924ad5b0	n	She clears her throat, then brings the toad close, looking him in the eye, snout to snout.	game/scene4.rpy	43	n "[what]"
scene4_f3917084	a	Oh mighty Bog Beast, stalwart guardian of the Weald Queen's domain...	game/scene4.rpy	45	a "[what]"
scene4_4a361e74	a	Thy name is...	game/scene4.rpy	48	a "[what]"
scene4_07ba3a9a	a	[bogbeastname]!!!	game/scene4.rpy	52	a "[what]"
scene4_09f3c3f2	b	*Ribbit*	game/scene4.rpy	57	b "[what]"
scene4_cd6ce4ac	a	He loves it too!	game/scene4.rpy	60	a "[what]"
scene4_f78a40bb	a	Excellent choice, Jophiel.	game/scene4.rpy	62	a "[what]"
scene4_de5fae69	j	Happy to help.	game/scene4.rpy	64	j "[what]"
scene4_f2d42b85	n	You resume walking together. Aria holds [bogbeastname] in her hands for a while before the toad begins to struggle.	game/scene4.rpy	66	n "[what]"
scene4_b83b9b11	a	What's wrong, [bogbeastname]? Do you need to use the little bog beast's room?	game/scene4.rpy	68	a "[what]"
scene4_7051a783	n	She grips him a little tighter. The toad produces a slightly angrier croak.	game/scene4.rpy	70	n "[what]"
scene4_4adb8e81	n	You remember reading a book about parenting, back when you thought you might have kids one day.	game/scene4.rpy	73	n "[what]"
scene4_1d0e8f39	n	It said, Children have to learn to be kind to others.	game/scene4.rpy	74	n "[what]"
scene4_9f52b149	n	You remember her story about the tuna, the undead fish swimming around in a pit until it began to stink.	game/scene4.rpy	76	n "[what]"
scene4_2e36ebbf	n	"Mom didn't see much of a difference either way,"\nAria had said.	game/scene4.rpy	77	n "[what]"
scene4_2fc27c02	j	Hey, if he wants you to let him go, you have to let him go.	game/scene4.rpy	79	j "[what]"
scene4_65b908b2	a	B... But I don't want him to run away!	game/scene4.rpy	81	a "[what]"
scene4_5780e8b2	n	You nod seriously, and bite your lip to keep from smiling. You feel for this kid. It took you until your last breakup to finally learn this lesson yourself.	game/scene4.rpy	83	n "[what]"
scene4_8d60e82a	n	You kneel down next to her so that you can look her face to face. You gently place your hands over hers.	game/scene4.rpy	84	n "[what]"
scene4_342f0dbb	j	You can't make anyone stay in your life unless they want to, Aria.	game/scene4.rpy	86	j "[what]"
scene4_df075c80	j	If you give them the choice to stay, and they decide to leave, that's sad, but it's okay. It isn't your fault.	game/scene4.rpy	87	j "[what]"
scene4_4fa03242	n	You pause. The toad wriggles, but she isn't holding him so tightly that she'll hurt him.	game/scene4.rpy	89	n "[what]"
scene4_f68f2b28	n	She seems to be considering your words.	game/scene4.rpy	91	n "[what]"
scene4_e442da98	j	Now if they want to leave, and you don't let them... well, you know how it feels when you're forced to do something you don't want to do, right?	game/scene4.rpy	92	j "[what]"
scene4_c55fa757	a	Yeah...	game/scene4.rpy	94	a "[what]"
scene4_9af83ff0	n	She squeezes just a little tighter, for a moment.	game/scene4.rpy	96	n "[what]"
scene4_dbd41472	n	Then she sets the toad on the ground.	game/scene4.rpy	97	n "[what]"
scene4_09f3c3f2_1	b	*Ribbit*	game/scene4.rpy	98	b "[what]"
scene4_683ed77b	n	The toad looks around himself, then hops into a nearby fern.	game/scene4.rpy	100	n "[what]"
scene4_86743937	n	Aria sighs, and sniffles.	game/scene4.rpy	102	n "[what]"
scene4_550415d3	j	I bet he can still hear you. Do you want to tell him anything before he goes?	game/scene4.rpy	104	j "[what]"
scene4_de66d3f0	a	Bye, [bogbeastname]. I really wanted you to be my familiar.	game/scene4.rpy	106	a "[what]"
scene4_bb8e4b4e	a	...	game/scene4.rpy	108	a "[what]"
scene4_88ca9d0d	a	But if you want to keep guarding your lair, I guess that's okay too.	game/scene4.rpy	110	a "[what]"
scene4_a367747b	j	He is the Weald Queen's stalwart guardian, after all.	game/scene4.rpy	112	j "[what]"
scene4_f3e69af7	a	Yeah. He probably has lots of responsibilities.	game/scene4.rpy	114	a "[what]"
scene4_8c9d4acc	j	Definitely.	game/scene4.rpy	116	j "[what]"
scene4_a8d71e83	n	All at once, the young girl hugs you. The surprise of it nearly knocks you over.	game/scene4.rpy	124	n "[what]" with vpunch
choice_2_1_3d305c78	n	You're soft at first, worried a stray claw might dig into her if you aren't careful.	game/scene4.rpy	135	n "[what]"
choice_2_1_1475b3f5	n	But, after a moment, you hold her as tightly as she holds you.	game/scene4.rpy	137	n "[what]"
choice_2_1_b06043a5	n	She's so small.	game/scene4.rpy	138	n "[what]"
choice_2_1_e3e879e6	n	Her heart beats so fast. Her arms feel so fragile around your neck.	game/scene4.rpy	140	n "[what]"
choice_2_1_d468e99b	n	Eventually she releases you, and you let her go.	game/scene4.rpy	141	n "[what]"
choice_2_2_165657c0	n	The hug shouldn't surprise you so much. You're her favorite doll, after all. Who else would she go to for comfort?	game/scene4.rpy	146	n "[what]"
choice_2_2_1255c845	n	Even so, you can't bring yourself to hug her back. You just let her hold you until she's ready to let go.	game/scene4.rpy	148	n "[what]"
choice_2_2_db8328ba	n	Gradually, she does.	game/scene4.rpy	149	n "[what]"
resume_2_1b70a9b6	j	You did good. That's a tough thing to do, but it's important.	game/scene4.rpy	161	j "[what]"
resume_2_828d645f	n	She sniffles.	game/scene4.rpy	162	n "[what]"
resume_2_d466116f	a	I'm going to be alone again.	game/scene4.rpy	164	a "[what]"
resume_2_454c22d5	j	Only for a little while. Just until your mom comes back. Right?	game/scene4.rpy	166	j "[what]"
resume_2_1e764565	n	She's quiet for a long time.	game/scene4.rpy	168	n "[what]"
resume_2_fed3ac45	n	She's quiet for long enough that you start to wonder if that was the wrong thing to say, somehow.	game/scene4.rpy	169	n "[what]"
resume_2_6216c1e7	n	That's all this was, wasn't it?	game/scene4.rpy	170	n "[what]"
resume_2_9bef7c22	n	Keeping a bored, magical little girl entertained? Keeping her company while Mom is away?	game/scene4.rpy	171	n "[what]"
resume_2_bc15e591	n	You didn't sign up for any of this. You only barely signed up to take her on this quest. And only because you had no other choice.	game/scene4.rpy	172	n "[what]"
resume_2_c6f80c75	n	She brought you into this world, and she's your only way back.	game/scene4.rpy	173	n "[what]"
resume_2_b5ba109c	n	You stand up, and dust a fallen leaf off your shoulder.	game/scene4.rpy	174	n "[what]"
resume_2_88057329	j	Well...	game/scene4.rpy	176	j "[what]"
resume_2_0375c567	j	You're not alone right now. I'm here with you. And it isn't sundown yet.	game/scene4.rpy	177	j "[what]"
resume_2_69c6a3ce	j	So, where to next?	game/scene4.rpy	179	j "[what]"
resume_2_3636624b	n	She watches you for a moment. The color gradually returning to her cheeks, her breath evening.	game/scene4.rpy	180	n "[what]"
resume_2_4b88b13c	a	There's a town not too far from here.	game/scene4.rpy	182	a "[what]"
resume_2_03c83959	a	Upon accomplishing our quest, we should eat together together to celebrate.	game/scene4.rpy	184	a "[what]"
resume_2_e6f10e92	j	Food is good. How far?	game/scene4.rpy	186	j "[what]"
resume_2_fdc09463	j	Twenty minutes?	game/scene4.rpy	187	j "[what]"
resume_2_44b39c24	a	Hmmm... I've still got...	game/scene4.rpy	189	a "[what]"
resume_2_8c6c9ead	j	Right. Got it. Little legs.	game/scene4.rpy	191	j "[what]"
resume_2_f6b4d71c	a	Yeah.	game/scene4.rpy	193	a "[what]"
resume_2_5af8d6f3	a	This way!	game/scene4.rpy	198	a "[what]"
resume_2_34cb8531	n	She rushes off. You follow.	game/scene4.rpy	199	n "[what]"
resume_2_9bb88e50	n	You walk all of three minutes before stopping again.	game/scene4.rpy	202	n "[what]"
resume_2_f4e43c9a	narrator	You notice the stillness first, your whiskers twitching in the suddenly silent forest. You reach out to stop Aria, but she sees it now too.	game/scene4.rpy	204	narrator "[what]" with dissolve
resume_2_9c7cbc52	narrator	Like a gash ripped through skin, the trees and underbrush in front of you are slashed and torn apart. Tree trunks lay with clumps of dirt caught in their newly unearthed roots, the leaves on the branches still green where they haven't been shaken off completely.	game/scene4.rpy	205	narrator "[what]"
resume_2_4b3ff2a8	narrator	One of the upturned trees has claw marks like the ones Toorg and Gerald pointed out. Others are hardly recognizable as trees at all.	game/scene4.rpy	207	narrator "[what]"
resume_2_7923d2a2	n	Aria's voice is even softer than it was by the pond.	game/scene4.rpy	210	n "[what]"
resume_2_8706be17	a	What do you think did that?	game/scene4.rpy	215	a "[what]"
resume_2_c0da032a	j	No idea. Let's try not to find out.	game/scene4.rpy	217	j "[what]"
resume_2_fd8b744a	a	But-	game/scene4.rpy	219	a "[what]"
resume_2_fa00b733	n	You put a hand to her back and turn her away from the arboreal massacre.	game/scene4.rpy	221	n "[what]"
resume_2_389abfd8	j	One adventure per meal. Feast first, then we'll see about this. Only fair, right?	game/scene4.rpy	222	j "[what]"
resume_2_71955456	a	Okay...	game/scene4.rpy	224	a "[what]"
resume_2_77713d4d	n	She sighs, but her stomach rumbles pitifully.	game/scene4.rpy	226	n "[what]"
resume_2_846367bd	n	You glance back as you walk away. You hope you distracted her before she noticed the bag hanging in the branches of the clawed tree.	game/scene4.rpy	228	n "[what]"
resume_2_ca65e684	n	The bag that you're certain Gerald was wearing earlier.	game/scene4.rpy	229	n "[what]"
scene5_eace58d7	n	The Beard & Brew is mostly empty when you and Aria make your way inside.	game/scene5.rpy	6	n "[what]"
scene5_2994e8c8	narrator	It sits on the forest-side edge of a small, but respectable village. Thatch, Wood, and plaster homes and businesses dot a mercantile square. Just beyond lies cleared land littered with ripe green and gold crops, swaying in the breeze.	game/scene5.rpy	8	narrator "[what]" with dissolve
scene5_37da189b	narrator	A simple, but wide and well-maintained dirt road snakes through the buildings. It comes from over distant hills and continues off into a different part of the forest. One you haven't spent the better part of your day traipsing through.	game/scene5.rpy	9	narrator "[what]"
scene5_e7f25e01	narrator	You passed a broad sign calling the settlement Woldthwaite. It's a mouthful and you doubt you'll remember it.	game/scene5.rpy	10	narrator "[what]"
scene5_d2f21ee6	j	It's a nice day around supper time.\nWhy it is so empty in here...?	game/scene5.rpy	13	j "[what]"
scene5_e2ac916b	n	You don't quite realize you've said your thought aloud until the bartender responds.	game/scene5.rpy	14	n "[what]"
scene5_0c19ed89	m	Welcome back! 'Tis a beautiful day out!	game/scene5.rpy	15	m "[what]"
scene5_494eada1	m	Most of the folks in town are gathering in the square.\nTalkin' about what to do regardin' the business in the Weald.	game/scene5.rpy	16	m "[what]"
scene5_4fd83f1a	m	And there's hardly a visitor passin' through this year, exceptin' yourself I suppose!	game/scene5.rpy	17	m "[what]"
scene5_3b31b4cd	m	Truth be told, I didn't expect to see you back so soon, if at all, given the trouble lately.	game/scene5.rpy	18	m "[what]"
scene5_9a0e24a0	n	You peer down at Aria who is staring open-mouthed at the Minotaur behind the bar and his sparkling shelves of bottles.	game/scene5.rpy	19	n "[what]"
scene5_6bdf0e11	j	I thought you said you'd never been in town before, Aria?	game/scene5.rpy	20	j "[what]"
scene5_f57f0f12	a	I haven't.	game/scene5.rpy	21	a "[what]"
scene5_94bf66d7	a	This is my first time this far from home since I moved here with mom.	game/scene5.rpy	22	a "[what]"
scene5_40279a99	j	Uhh... sorry, sir. This is our first time in. It's a lovely place you have here, though.	game/scene5.rpy	23	j "[what]"
scene5_51415ca8	m	Thank ye~	game/scene5.rpy	24	m "[what]"
scene5_f8404b7d	m	And my gravest apologies, 'tis rare to see a cat-folk in these parts.	game/scene5.rpy	25	m "[what]"
scene5_b349a740	m	And you're the spittin' image of one who passed through less than a dozen moons ago.	game/scene5.rpy	26	m "[what]"
scene5_3475bd94	m	The Marquis had hired them to map the Kaistr Weald. Something about a land survey and resource bookkeeping.	game/scene5.rpy	27	m "[what]"
scene5_3c79ade9	m	Not the domain of an old keg-head like me!	game/scene5.rpy	28	m "[what]"
scene5_af1b09c3	n	You don't quite know what to make of any of that, but before you can form a question Aria steps forward.	game/scene5.rpy	29	n "[what]"
scene5_6548b503	a	Hail and well-met, oh tavern-keeper!	game/scene5.rpy	30	a "[what]"
scene5_0e77e673	a	I am Aria of the deep Weald, and this is Jophiel, the Duskbo-	game/scene5.rpy	31	a "[what]"
scene5_ef10feb7	j	Hi, I'm Jo. This is Aria. We live off in the forest North of here.	game/scene5.rpy	32	j "[what]"
scene5_695ffbd6	j	Just came into town for a drink and meal after a loooong day.	game/scene5.rpy	33	j "[what]"
scene5_42a293f4	a	Upon the conclusion of our GRAND QUEST, our bellies did rumble and our throats did thirst.	game/scene5.rpy	34	a "[what]"
scene5_7b1b2e58	a	WE MUST CELEBRATE WITH A FEAST! AND TANKARDS OF YOUR FINEST MEAD!	game/scene5.rpy	35	a "[what]"
scene5_9e2c8667	j	Please ignore that. She's very excited and also very much shouldn't be given alcohol.	game/scene5.rpy	36	j "[what]"
scene5_b5fe12e1	j	We would love a plate or bowl of whatever you have hot, and a couple glasses of...	game/scene5.rpy	37	j "[what]"
scene5_3a34c2e5	a	Beer!	game/scene5.rpy	38	a "[what]"
scene5_58b7f59b	j	...Milk?	game/scene5.rpy	39	j "[what]"
scene5_b3200a8f	j	Not, uh, because I'm a cat. Er, cat-folk.	game/scene5.rpy	40	j "[what]"
scene5_4efc1087	j	I just saw some cows in those fields, and she's a growing girl.	game/scene5.rpy	41	j "[what]"
scene5_8b6d4c9f	j	And I think she mostly just drinks water made from magic which can't be great for you.	game/scene5.rpy	42	j "[what]"
scene5_ffc9fd7a	n	The Minotaur nods and gives you a wink with a wry chuckle.	game/scene5.rpy	43	n "[what]"
scene5_77ea376e	m	Not a problem, I keep some in the storehouse out back. Give me just a moment.	game/scene5.rpy	44	m "[what]"
scene5_4c51410b	n	He disappears from view and your stomach grumbles.	game/scene5.rpy	45	n "[what]"
scene5_f3f15cdf	n	You pat your hip where normally your wallet would be.	game/scene5.rpy	46	n "[what]"
scene5_8172dfcb	j	Uhh... Aria?	game/scene5.rpy	47	j "[what]"
scene5_72c502cf	j	Do you, perhaps, have any money?	game/scene5.rpy	48	j "[what]"
scene5_2757992e	a	Nope.	game/scene5.rpy	49	a "[what]"
scene5_a3ed266c	a	But fear not, Jophiel!	game/scene5.rpy	50	a "[what]"
scene5_1bbf7a55	a	I prepared for this.	game/scene5.rpy	51	a "[what]"
scene5_74e651c4	n	She pulls out a large lumpy black stone and sets it on the counter.	game/scene5.rpy	52	n "[what]"
scene5_b6a3372f	n	Her eyes flash and the room briefly fills with light. You recoil, but when your eyes stop watering you see a beautiful gem sitting where the rock was.	game/scene5.rpy	53	n "[what]"
scene5_b31f119a	a	Ta-da! Transmutation!	game/scene5.rpy	54	a "[what]"
scene5_218e7e20	n	Your brain races to consider how this child could disrupt whole economies.	game/scene5.rpy	55	n "[what]"
scene5_7e913c4c	j	Uhh, wow. That looks great, Aria, but it might be a bit much.	game/scene5.rpy	56	j "[what]"
scene5_e78cab08	a	Oh, Jophiel, this is merely their cut of the spoils for sponsoring our expedition!	game/scene5.rpy	57	a "[what]"
scene5_6624d2da	n	She pats her stomach.	game/scene5.rpy	58	n "[what]"
scene5_6257ca35	a	You don't think they deserve any less, do you?	game/scene5.rpy	59	a "[what]"
scene5_8a77439d	j	Ah, no. I suppose when you put it that way...	game/scene5.rpy	60	j "[what]"
scene5_f1949450	n	A meal isn't exactly a sponsorship, and this hastily made gem isn't exactly a spoil of your quest, but you are too hungry to argue.	game/scene5.rpy	61	n "[what]"
scene5_d4ecadf6	n	The barkeep returns with two mugs and fills a couple bowls with a heavenly smelling soup from a warm pot behind the counter.	game/scene5.rpy	62	n "[what]"
scene5_f7e364f7	m	Here you are, dig in!	game/scene5.rpy	63	m "[what]"
scene5_59f1accd	n	SOME TIME PASSES	game/scene5.rpy	64	n "[what]"
scene5_b46d60e3	n	The soup was hearty and filling, and the milk was a bit lukewarm but satisfied a deep craving you were unsure you'd want to admit to.	game/scene5.rpy	65	n "[what]"
scene5_0cc4f6f8	a	Wow, I'm stuffed.	game/scene5.rpy	66	a "[what]"
scene5_49208e51	j	Yeah, that really hit the spot, huh?	game/scene5.rpy	67	j "[what]"
scene5_84e2fb57	a	Definitely! That was my first soup!	game/scene5.rpy	68	a "[what]"
scene5_1d5bffc3	j	Really? Being a witch- uh, sorceress and all, I kind of expected you to have a big cauldron at home.	game/scene5.rpy	69	j "[what]"
scene5_3c9fd6b0	j	Figured your mom was the soup type.	game/scene5.rpy	70	j "[what]"
scene5_197bccf6	a	No. Mom used to bring me berries and mushrooms from the forest, but I'm "old enough to make my own food" now.	game/scene5.rpy	71	a "[what]"
scene5_b3eefe0b	a	She says she doesn't have to eat food and I need to grow past this sooner or later, so I've never had a meal like this before.	game/scene5.rpy	72	a "[what]"
scene5_36d6c495	a	It was soooooo goood!!	game/scene5.rpy	73	a "[what]"
scene5_16437e5b	n	You don't know what to make of Aria's mother, given this world you find yourself in.	game/scene5.rpy	74	n "[what]"
scene5_b0a47aaa	n	It'd be definite neglect to not provide a child with food where you're from, but this is a world where a little girl can conjure some from thin air.	game/scene5.rpy	75	n "[what]"
scene5_2545f06f	n	Aria doesn't seem to have a great grasp of what's normal here, and neither do you, you're realizing.	game/scene5.rpy	76	n "[what]"
scene5_68e9b7cb	a	Tomorrow, we should come back here!	game/scene5.rpy	77	a "[what]"
scene5_c31b5e49	a	Or, maybe, we forage and make some soup!	game/scene5.rpy	78	a "[what]"
scene5_0c941a9a	a	Find a cauldron of our own!	game/scene5.rpy	79	a "[what]"
scene5_b9ea84f5	j	Soup is actually one of the only things I know how to make.	game/scene5.rpy	80	j "[what]"
scene5_71e4d132	j	I'm no pro in the kitchen, but I took a food prep class in community college.	game/scene5.rpy	81	j "[what]"
scene5_fcc65987	j	We could try-	game/scene5.rpy	82	j "[what]"
scene5_7db3ea09	n	You trail off, feeling like you're forgetting something as you notice the lengthening shadows cast by the window.	game/scene5.rpy	83	n "[what]"
scene5_76daeaba	n	The sun is still up, but dusk isn't long, now.	game/scene5.rpy	84	n "[what]"
scene5_28ea98d4	n	In all the excitement of the day, you'd almost forgotten your deal. The time to go back home is almost here.	game/scene5.rpy	85	n "[what]"
scene5_c8198e46	j	We should try heading back to your house. It'll be dusk here in an hour or so.	game/scene5.rpy	86	j "[what]"
scene5_7891e355	a	Oh.	game/scene5.rpy	87	a "[what]"
scene5_18e7d1e0	a	Right.	game/scene5.rpy	88	a "[what]"
scene5_ce64fde2	a	I'm sorry, I forgot about our promise.	game/scene5.rpy	89	a "[what]"
scene5_bb8e4b4e	a	...	game/scene5.rpy	90	a "[what]"
scene5_bb8e4b4e_1	a	...	game/scene5.rpy	91	a "[what]"
scene5_99c98ff0	a	I guess I won't get to try your soup?	game/scene5.rpy	92	a "[what]"
scene5_7ce5a35f	n	She looks at you, and she hesitates.	game/scene5.rpy	93	n "[what]"
scene5_48dfe0d9	a	Unless...	game/scene5.rpy	94	a "[what]"
scene5_b6c1b698	a	Unless, maybe, you stayed?	game/scene5.rpy	95	a "[what]"
scene5_cc6a358d	a	For just a few more days?	game/scene5.rpy	96	a "[what]"
scene5_74b87acd	a	I could send you home at any dawn or dusk, it doesn't have to be tonight.	game/scene5.rpy	97	a "[what]"
choice_3_1_e3f88bb9	n	What is your life back home, really?	game/scene5.rpy	106	n "[what]"
